Observed	Model	X_prim	X_rec	X_pred	X_rec/X_prim	X_pred/X_prim
1.0	1.0000000000000004	1.0	1.0	1.0000000000000004	1.0	1.0
0.8945086579974717	1.203174423393368	0.32974089500044634	0.2949560854737345	0.3967358112113752	0.894509	1.203174
0.7359972408422495	1.2031744233933679	0.07575027166468112	0.05575199093825614	0.09114078943204369	0.735997	1.203174
0.7400154920257992	1.203174423393368	0.06792314788306772	0.050264181700629476	0.08172339428927247	0.740015	1.203174
0.9772802605889519	1.2031744233933679	0.23028750793958627	0.2250554357695792	0.27707603957990734	0.97728	1.203174
1.3433441502585122	1.203174423393368	0.0529481902873848	0.07112764168933294	0.06370590831874655	1.343344	1.203174
1.3193064460890251	0.9590704118157077	0.42167283876508777	0.5563156943234384	0.40441394312593126	1.319306	0.95907
1.6036323113182118	0.9951159994682315	0.22828452604132995	0.36608444213384045	0.22716958429474957	1.603632	0.995116
1.2546327159561217	1.050111451203333	0.1343065034318509	0.16850533317127328	0.14103679722486637	1.254633	1.050111
1.669845784685978	1.050111451203333	0.08932026880181253	0.1491510743457251	0.09379623709334313	1.669846	1.050111
1.6084582976440238	1.050111451203333	0.07289150754145259	0.11724295013283134	0.07654420676475346	1.608458	1.050111
1.74419466555401	1.0501114512033327	0.05332344155797514	0.09300646231440124	0.05599555659760137	1.744195	1.050111
1.9153261933501364	1.0501114512033327	0.03977376155280351	0.07617972731014716	0.04176688246402981	1.915326	1.050111
2.4284871278558167	0.9165205297817733	0.07987762519406452	0.19398178458747717	0.07320948336057394	2.428487	0.916521
0.5982962070098714	0.79992450377423	0.24858626623446584	0.14872822020282697	0.19885024566269371	0.598296	0.799925
0.5839807878895615	0.79992450377423	0.17084655742616825	0.09977110721395296	0.13666434767066313	0.583981	0.799925
1.0	0.9999999999999999	1.0	1.0	0.9999999999999999	1.0	1.0
1.4614464141616417	1.414941134292641	0.32974089500044634	0.4818986486008527	0.46656395599460215	1.461446	1.414941
4.039942968428582	1.4149411342926412	0.07575027166468112	0.3060267773682833	0.10718217531219963	4.039943	1.414941
3.8737173971780265	1.414941134292641	0.06792314788306772	0.26311507962573527	0.09610725591039464	3.873717	1.414941
0.6979970466595898	1.4149411342926408	0.23028750793958627	0.16074000042442807	0.32584326769746375	0.697997	1.414941
1.7504138084697611	1.4149411342926412	0.0529481902873848	0.09268124341252285	0.07491857242397486	1.750414	1.414941
0.9493628885616994	0.8991341098937663	0.42167283876508777	0.4003205442380354	0.3791404325494248	0.949363	0.899134
1.1282505666687572	0.9688058789645904	0.22828452604132995	0.2575621458678392	0.2211633909054856	1.128251	0.968806
1.265841322028338	1.0751054474490946	0.1343065034318509	0.17001072186117766	0.14439365346742344	1.265841	1.075105
1.481812253304428	1.0751054474490946	0.08932026880181253	0.13235586877897101	0.09602870755644607	1.481812	1.075105
1.516933826226865	1.0751054474490946	0.07289150754145259	0.11057159343430005	0.07836605683059245	1.516934	1.075105
1.5952699909234167	1.0751054474490946	0.05332344155797514	0.08506528613019634	0.057328322495712514	1.59527	1.075105
1.6303392609724696	1.0751054474490946	0.03977376155280351	0.0648447250160929	0.042760987710960416	1.630339	1.075105
0.8088101329389497	0.8168903250611574	0.07987762519406452	0.06460583265205892	0.06525125920989266	0.80881	0.81689
0.47380255130434834	0.6206924211591068	0.24858626623446584	0.11778080716111189	0.15429561145597293	0.473803	0.620692
0.5781954368663871	0.6206924211591067	0.17084655742616825	0.09878269990814163	0.10604316337554673	0.578195	0.620692
1.0	0.9999999999999999	1.0	1.0	0.9999999999999999	1.0	1.0
1.273719333152859	1.197610365881981	0.32974089500044634	0.4199973528931954	0.3949011139077364	1.273719	1.19761
3.8639344967102356	1.1367839517967817	0.07575027166468112	0.2926940878203333	0.08611169317265599	3.863934	1.136784
3.8650189295190573	1.127684154052128	0.06792314788306772	0.262524252320579	0.07659585756107481	3.865019	1.127684
0.5126721399350853	1.215751261521467	0.23028750793958627	0.11806198949570564	0.27997232829018687	0.512672	1.215751
0.6040530165708736	1.2157512615214672	0.0529481902873848	0.031983514065063424	0.06437182913716677	0.604053	1.215751
1.0166405646792307	0.9412199729833904	0.42167283876508777	0.428689712912033	0.39688689791030546	1.016641	0.94122
0.8270977328199228	0.8052495222578172	0.22828452604132995	0.18881361392665463	0.18382600553363318	0.827098	0.80525
0.9670004340076623	0.88796273140781	0.1343065034318509	0.12987444710865143	0.11925916963317874	0.967	0.887963
0.9941277891012965	0.8855435531886594	0.08932026880181253	0.0887957613458794	0.07909698820652322	0.994128	0.885544
1.0494705130094661	0.8839157078188017	0.07289150754145259	0.07649748781356161	0.06442994848248258	1.049471	0.883916
1.346609446203286	0.8806679167440505	0.05332344155797514	0.07180585010603818	0.04696024419048509	1.346609	0.880668
1.2254286101548264	0.8765464719651527	0.03977376155280351	0.04873990534028148	0.03486355036589315	1.225429	0.876546
0.5365148306673353	0.6870418647640489	0.07987762519406452	0.042855530555102404	0.05487927256625387	0.536515	0.687042
0.6086938610359662	0.8375844383356779	0.24858626623446584	0.15131293419477165	0.20821198818195835	0.608694	0.837584
0.6494052975815593	0.8321914465263529	0.17084655742616825	0.11094865946612575	0.14217704375853057	0.649405	0.832191
1.0	1.0000000000000002	1.0	1.0	1.0000000000000002	1.0	1.0
1.1121113845611759	1.362333820856596	0.32974089500044634	0.3667086032853877	0.4492171733786317	1.112111	1.362334
0.6435314902504808	1.3623338208565958	0.07575027166468112	0.048747685211251016	0.10319715702787016	0.643531	1.362334
